analyte,setup_id,method,n_components,requested_n_components,score_trend_degree,score_trend_degree_effective,smooth_window,smooth_polyorder,grid_points,scope_summary,n_detail_rows,avg_cumulative_explained_variance_ratio,avg_abs_pc_pearson,avg_abs_pc_spearman,avg_pc_trend_r2,avg_rmse_uA,median_rmse_uA,max_rmse_uA,avg_mae_uA,avg_max_abs_residual_uA,avg_normalized_rmse,median_normalized_rmse,avg_r2,median_r2,min_r2,objective_score
UA,90,pcr,3,3,3,3,51,2,0,all,20,1,0.536425038257,0.513333333333,1,3.37567014918e-14,2.18400372054e-15,2.94491161396e-13,2.80952413906e-14,2.21908602605e-13,7.50171087048e-16,4.33174905176e-16,1,1,1,1.07682125191
UA,171,pcr,3,3,3,3,101,3,0,all,20,1,0.536403097884,0.513333333333,1,3.21873910297e-14,1.71674929524e-15,3.37716523108e-13,2.51781800197e-14,1.67410529883e-13,7.31544380081e-16,3.49518196588e-16,1,1,1,1.07682015489
UA,225,pcr,3,3,3,3,151,3,0,all,20,1,0.536331254279,0.513333333333,1,4.01815582341e-14,1.811791001e-15,3.48398784408e-13,3.19565597409e-14,2.03071240379e-13,8.86057447476e-16,3.99411025125e-16,1,1,1,1.07681656271
UA,162,pcr,3,3,3,3,101,2,500,all,20,1,0.536302063701,0.513333333333,1,3.14449633372e-14,2.37582362398e-15,3.60635214096e-13,2.44994658476e-14,1.08102415908e-13,7.78680042916e-16,4.99935391775e-16,1,1,1,1.07681510319
UA,27,pcr,3,3,3,3,0,0,500,all,20,1,0.536157310117,0.513333333333,1,3.56054076526e-14,2.1461939469e-15,3.14274050692e-13,2.70971317357e-14,1.06209572387e-13,8.70967793364e-16,4.41951781485e-16,1,1,1,1.07680786551
UA,54,pcr,3,3,3,3,31,2,500,all,20,1,0.536135530394,0.513333333333,1,4.03488203034e-14,1.68154963021e-15,4.41133488105e-13,3.0677736262e-14,1.60849111808e-13,8.09895940088e-16,3.30765128736e-16,1,1,1,1.07680677652
UA,135,pcr,3,3,3,3,51,3,500,all,20,1,0.536134363165,0.513333333333,1,3.77723743567e-14,2.25188971078e-15,3.85077705946e-13,2.88939543799e-14,8.72426263177e-14,8.39726003677e-16,4.69728992418e-16,1,1,1,1.07680671816
UA,108,pcr,3,3,3,3,51,2,500,all,20,1,0.536133691489,0.513333333333,1,2.8916443974e-14,2.13441978656e-15,2.39436566929e-13,2.32849563009e-14,1.26080396123e-13,7.49681515324e-16,4.49369804098e-16,1,1,1,1.07680668457
UA,81,pcr,3,3,3,3,31,3,500,all,20,1,0.53613368628,0.513333333333,1,2.6545170503e-14,1.93246766896e-15,2.13110069589e-13,2.13264212466e-14,7.77766739901e-14,6.75822317204e-16,3.74484499554e-16,1,1,1,1.07680668431
UA,189,pcr,3,3,3,3,101,3,500,all,20,1,0.53611270952,0.513333333333,1,2.33572969863e-14,1.59009438283e-15,1.78750969138e-13,1.98419793088e-14,7.2238048876e-14,6.26362009772e-16,3.15205774872e-16,1,1,1,1.07680563548
UA,243,pcr,3,3,3,3,151,3,500,all,20,1,0.536069133488,0.513333333333,1,2.84854563774e-14,1.89660160367e-15,2.41203377728e-13,2.41854335153e-14,7.92643728431e-14,6.46471047007e-16,3.76596809316e-16,1,1,1,1.07680345667
UA,153,pcr,3,3,3,3,101,2,250,all,20,1,0.535796631852,0.513333333333,1,3.72301416835e-14,1.78313203283e-15,3.34408989938e-13,3.12248934608e-14,9.55874268627e-14,8.31277800804e-16,3.96121788427e-16,1,1,1,1.07678983159
UA,18,pcr,3,3,3,3,0,0,250,all,20,1,0.535558047513,0.513333333333,1,3.2843129837e-14,2.13992098892e-15,2.7825441837e-13,2.45124596903e-14,8.12128142513e-14,7.67923958878e-16,4.29294023685e-16,1,1,1,1.07677790238
UA,99,pcr,3,3,3,3,51,2,250,all,20,1,0.535515547865,0.513333333333,1,2.73634333086e-14,1.91926591451e-15,2.07109172717e-13,2.28700024718e-14,7.08544334316e-14,6.97417534102e-16,3.72902647827e-16,1,1,1,1.07677577739
UA,234,pcr,3,3,3,3,151,3,250,all,20,1,0.535514660479,0.513333333333,1,2.94225547662e-14,2.14106942166e-15,3.10432891841e-13,2.48657251653e-14,6.80840800404e-14,6.77469800859e-16,4.42779162817e-16,1,1,1,1.07677573302
UA,180,pcr,3,3,3,3,101,3,250,all,20,1,0.53549637746,0.513333333333,1,3.0336070341e-14,2.71550588704e-15,2.14662476269e-13,2.37240781856e-14,6.88983592401e-14,8.083001293e-16,5.34601076372e-16,1,1,1,1.07677481887
UA,45,pcr,3,3,3,3,31,2,250,all,20,1,0.535491184618,0.513333333333,1,3.26666009332e-14,1.73978927679e-15,2.83100672741e-13,2.67246049855e-14,6.23640028508e-14,7.60207071683e-16,3.57658452329e-16,1,1,1,1.07677455923
UA,72,pcr,3,3,3,3,31,3,250,all,20,1,0.535485432256,0.513333333333,1,4.13453980639e-14,2.00668242863e-15,4.19787872781e-13,3.22987151833e-14,9.15809095225e-14,8.14603699949e-16,3.94114427586e-16,1,1,1,1.07677427161
UA,126,pcr,3,3,3,3,51,3,250,all,20,1,0.535482307996,0.513333333333,1,3.42639166236e-14,1.7691616071e-15,3.02293167612e-13,2.75199865561e-14,9.74789693409e-14,8.51039100434e-16,3.73108155827e-16,1,1,1,1.0767741154
UA,198,pcr,3,3,3,3,151,2,0,mean,4,1,0.518529307594,0.566666666667,1,2.84420689716e-14,1.91898568609e-14,7.34528531682e-14,2.09564831045e-14,2.61089760922e-13,1.27290503706e-15,1.00385938777e-15,1,1,1,1.07592646538
UA,216,pcr,3,3,3,3,151,2,500,mean,4,1,0.518449139383,0.566666666667,1,3.02359437422e-14,2.56914882732e-14,6.8500755728e-14,2.48178784381e-14,1.43218770177e-13,1.19849611679e-15,1.06845222943e-15,1,1,1,1.07592245697
UA,207,pcr,3,3,3,3,151,2,250,mean,4,1,0.518265521523,0.566666666667,1,3.83586786874e-14,2.60177658863e-14,1.00134872002e-13,2.67511667386e-14,8.97823482227e-14,1.49839972908e-15,1.05709717223e-15,1,1,1,1.07591327608
UA,144,pcr,3,3,3,3,101,2,0,mean,4,1,0.51809502373,0.566666666667,1,3.76862260787e-14,2.09956055326e-14,1.07535644277e-13,2.95515909573e-14,2.06154537885e-13,1.46488096997e-15,9.12555964232e-16,1,1,1,1.07590475119
UA,36,pcr,3,3,3,3,31,2,0,mean,4,1,0.517982189677,0.566666666667,1,4.30826693317e-14,4.12382150673e-14,8.87424627312e-14,3.75220990226e-14,1.99007477164e-13,1.70233591015e-15,1.74328409492e-15,1,1,1,1.07589910948
UA,9,pcr,3,3,3,3,0,0,0,mean,4,1,0.517980164636,0.566666666667,1,4.61296501095e-14,4.06099943041e-14,1.02104777838e-13,3.62921988342e-14,1.76074432812e-13,1.75304570251e-15,1.56837466312e-15,1,1,1,1.07589900823
UA,63,pcr,3,3,3,3,31,3,0,mean,4,1,0.517978512047,0.566666666667,1,3.85298857429e-14,2.75525226609e-14,9.81190338955e-14,3.08634389824e-14,2.09832151654e-13,1.47083223655e-15,1.10365792308e-15,1,1,1,1.0758989256
UA,117,pcr,3,3,3,3,51,3,0,mean,4,1,0.51797846856,0.566666666667,1,2.68279913793e-14,1.92673357299e-14,6.80161621506e-14,2.30291656172e-14,7.77919395567e-14,1.12081752315e-15,9.54041895993e-16,1,1,1,1.07589892343
UA,90,pcr,3,3,3,3,51,2,0,mean,4,1,0.5179766624,0.566666666667,1,2.59637159125e-14,2.23700111828e-14,5.71962015466e-14,2.05670911446e-14,1.24275589819e-13,1.08238504392e-15,9.57574643069e-16,1,1,1,1.07589883312
UA,162,pcr,3,3,3,3,101,2,500,mean,4,1,0.517968623371,0.566666666667,1,2.62472183545e-14,1.92642842679e-14,6.54684427315e-14,2.25088311298e-14,6.90558721317e-14,1.05941586751e-15,8.42238747479e-16,1,1,1,1.07589843117
UA,171,pcr,3,3,3,3,101,3,0,mean,4,1,0.517945884878,0.566666666667,1,3.13313064579e-14,2.62470549175e-14,7.18727648888e-14,2.4805514931e-14,1.6409096304e-13,1.20778230137e-15,1.06208437437e-15,1,1,1,1.07589729424
UA,225,pcr,3,3,3,3,151,3,0,mean,4,1,0.517896440272,0.566666666667,1,4.37367266805e-14,4.40196775574e-14,8.5664602102e-14,3.51539680149e-14,2.96204033523e-13,1.72988011271e-15,1.81218725673e-15,1,1,1,1.07589482201
UA,27,pcr,3,3,3,3,0,0,500,mean,4,1,0.517817401444,0.566666666667,1,4.42030337132e-14,3.78200162806e-14,9.8934244787e-14,3.31167215334e-14,9.66557563153e-14,1.75988220286e-15,1.54022235278e-15,1,1,1,1.07589087007
UA,108,pcr,3,3,3,3,51,2,500,mean,4,1,0.517811203957,0.566666666667,1,3.78861714708e-14,3.40564282328e-14,8.12269419984e-14,2.89383088617e-14,9.38207844747e-14,1.52585224229e-15,1.40185800571e-15,1,1,1,1.0758905602
UA,54,pcr,3,3,3,3,31,2,500,mean,4,1,0.517807907405,0.566666666667,1,3.19315187077e-14,3.20270993331e-14,6.29292619938e-14,2.79009795428e-14,1.31672450721e-13,1.21392370404e-15,1.23586536766e-15,1,1,1,1.07589039537
UA,81,pcr,3,3,3,3,31,3,500,mean,4,1,0.517802909347,0.566666666667,1,2.84158948906e-14,2.61027710984e-14,6.05897497488e-14,2.3240983343e-14,9.35362898247e-14,1.11573590269e-15,1.06697511207e-15,1,1,1,1.07589014547
UA,135,pcr,3,3,3,3,51,3,500,mean,4,1,0.517802395966,0.566666666667,1,3.57261224251e-14,3.31221330919e-14,7.5450762556e-14,3.02561671969e-14,7.87148124459e-14,1.3676120672e-15,1.29836310271e-15,1,1,1,1.0758901198
UA,189,pcr,3,3,3,3,101,3,500,mean,4,1,0.517781765368,0.566666666667,1,2.49530183628e-14,2.22228261047e-14,5.43577969802e-14,2.11317003257e-14,7.9936057773e-14,9.73430227019e-16,8.95977438502e-16,1,1,1,1.07588908827
UA,243,pcr,3,3,3,3,151,3,500,mean,4,1,0.517754429253,0.566666666667,1,2.32707225253e-14,2.1643346235e-14,4.8832775828e-14,1.98969139064e-14,5.7912008522e-14,9.81059091618e-16,1.00776057919e-15,1,1,1,1.07588772146
UA,153,pcr,3,3,3,3,101,2,250,mean,4,1,0.517685140194,0.566666666667,1,3.38642662087e-14,3.26442698378e-14,6.93688919291e-14,2.84665666283e-14,1.0819123375e-13,1.31360429464e-15,1.30063654899e-15,1,1,1,1.07588425701
UA,18,pcr,3,3,3,3,0,0,250,mean,4,1,0.517460017825,0.566666666667,1,3.38426122101e-14,2.59408764075e-14,8.25756021638e-14,2.61723753699e-14,7.25530746593e-14,1.27551685368e-15,9.88873786081e-16,1,1,1,1.07587300089
UA,99,pcr,3,3,3,3,51,2,250,mean,4,1,0.517439414963,0.566666666667,1,2.97758022509e-14,2.71478113342e-14,6.30930667407e-14,2.57925516408e-14,7.72715225139e-14,1.21934524477e-15,1.16699355425e-15,1,1,1,1.07587197075
UA,234,pcr,3,3,3,3,151,3,250,mean,4,1,0.517435168275,0.566666666667,1,2.32101361081e-14,1.97225720548e-14,5.24145151668e-14,2.05905662055e-14,8.73190408868e-14,9.53337909787e-16,8.69773199361e-16,1,1,1,1.07587175841
UA,45,pcr,3,3,3,3,31,2,250,mean,4,1,0.51741581891,0.566666666667,1,3.91762335399e-14,1.70046712109e-14,1.21488100487e-13,2.72217143897e-14,8.6652907072e-14,1.48618647012e-15,7.27503918424e-16,1,1,1,1.07587079095
UA,180,pcr,3,3,3,3,101,3,250,mean,4,1,0.517412656779,0.566666666667,1,3.73312940403e-14,3.05444834233e-14,8.7226508015e-14,2.79527622837e-14,8.5060430921e-14,1.54524139203e-15,1.46257164773e-15,1,1,1,1.07587063284
UA,72,pcr,3,3,3,3,31,3,250,mean,4,1,0.517407083009,0.566666666667,1,3.06004774292e-14,2.69193693777e-14,6.7581841258e-14,2.62725207715e-14,8.1379347705e-14,1.18706149043e-15,1.0971165022e-15,1,1,1,1.07587035415
UA,126,pcr,3,3,3,3,51,3,250,mean,4,1,0.517404581897,0.566666666667,1,4.86917365607e-14,4.77772986196e-14,9.77220408416e-14,3.99391757188e-14,9.69016533681e-14,1.8510519492e-15,1.84824092309e-15,1,1,1,1.07587022909
UA,60,pcr,2,2,3,3,31,3,0,electrode,16,0.999097016509,0.490957520466,0.55,1,0.0229354416704,0.0131504232617,0.0980307530388,0.015307541878,0.128819549495,0.00242807832485,0.00243040190864,0.999630402881,0.999643151521,0.99885606319,1.07175020058
UA,114,pcr,2,2,3,3,51,3,0,electrode,16,0.999097209693,0.490967525333,0.55,1,0.0229327495227,0.0131495836866,0.0980176714361,0.0153068050009,0.129100407543,0.00243193054485,0.00243164213917,0.999630414652,0.999643156742,0.998856137924,1.07174686037
UA,33,pcr,2,2,3,3,31,2,0,electrode,16,0.999097327225,0.490956273101,0.55,1,0.0229308752643,0.0131495740708,0.0980086158472,0.0153079054679,0.128914599993,0.0024379559277,0.00243802930994,0.999630583847,0.999643231949,0.998857632295,1.07174044157
UA,6,pcr,2,2,3,3,0,0,0,electrode,16,0.999095873508,0.490961864001,0.55,1,0.0229439521718,0.0131604892322,0.0980265719311,0.0153093498361,0.12929511054,0.00244450688084,0.00244871927165,0.999629974526,0.99964260541,0.998855697438,1.07173356085
UA,87,pcr,2,2,3,3,51,2,0,electrode,16,0.999097615667,0.490909134768,0.55,1,0.0229321939903,0.0131488007767,0.0980255108947,0.0153133656199,0.127887309022,0.00246547347775,0.00246432400215,0.99963076763,0.999643355562,0.998858223125,1.07171075089
UA,168,pcr,2,2,3,3,101,3,0,electrode,16,0.999098760288,0.490900712724,0.55,1,0.0229218369512,0.0131492844269,0.0979713952899,0.015301894752,0.127994119969,0.00246648790156,0.00246473094185,0.999630536035,0.999643029444,0.998856508729,1.07170908377
UA,78,pcr,2,2,3,3,31,3,500,electrode,16,0.999100331545,0.490082080122,0.55,1,0.0230175057705,0.0131567969407,0.0987181759972,0.0153989538806,0.126829743305,0.00243044380457,0.00243198427819,0.999632606441,0.999644716755,0.998867892365,1.07170626664
UA,132,pcr,2,2,3,3,51,3,500,electrode,16,0.999100472786,0.490085433278,0.55,1,0.0230159871527,0.0131560481187,0.0987101065979,0.0153986905653,0.127102000429,0.00243427685852,0.0024333067629,0.999632582847,0.999644714049,0.998867547018,1.07170257765
UA,51,pcr,2,2,3,3,31,2,500,electrode,16,0.999100547906,0.490080440565,0.55,1,0.0230137259696,0.0131560118984,0.0986985497425,0.0153992971131,0.126951258852,0.00244084396018,0.00243970318731,0.999632730715,0.999644779998,0.998868833236,1.07169590878
UA,24,pcr,2,2,3,3,0,0,500,electrode,16,0.999099354665,0.490145744684,0.55,1,0.0230201519132,0.0131599422772,0.0987044343026,0.0153982413982,0.127312707181,0.00244612259943,0.00244877756321,0.999632295121,0.999644483463,0.998867974874,1.07169345976
UA,105,pcr,2,2,3,3,51,2,500,electrode,16,0.999100665154,0.490059546823,0.55,1,0.0230141295191,0.0131550873603,0.0987106389904,0.0154031070875,0.126078570638,0.00246809561991,0.0024656379924,0.999632828365,0.999644865966,0.998868597355,1.07166771009
UA,186,pcr,2,2,3,3,101,3,500,electrode,16,0.99910177341,0.490051521943,0.55,1,0.0230042621211,0.0131556202131,0.0986575046155,0.0153916497312,0.126147658623,0.0024687693656,0.00246608300988,0.999632587749,0.999644539545,0.998866828065,1.07166639448
UA,222,pcr,2,2,3,3,151,3,0,electrode,16,0.999102988214,0.490732907221,0.55,1,0.0228928864218,0.0131437442953,0.0979235590796,0.0152872756539,0.125357815001,0.00251717859437,0.00248365809264,0.999631359119,0.999642972136,0.998856869637,1.07165082589
UA,60,pcr,2,2,3,3,31,3,0,all,20,0.999170414912,0.488548899215,0.57,1,0.0264779557821,0.013685412607,0.0980307530388,0.0174680505742,0.159511887553,0.00243876084594,0.00243040190864,0.999656508901,0.999684946826,0.99885606319,1.07164519302
UA,114,pcr,2,2,3,3,51,3,0,all,20,0.999170581391,0.488560175323,0.57,1,0.0264747768992,0.0136852849311,0.0980176714361,0.0174670054393,0.159856932664,0.00244233534519,0.00243164213917,0.999656513755,0.999684889692,0.998856137924,1.07164218718
UA,33,pcr,2,2,3,3,31,2,0,all,20,0.999170694951,0.488545863132,0.57,1,0.0264719509065,0.013684405022,0.0980086158472,0.0174688973014,0.159594807152,0.00244776578514,0.00243802930994,0.999656674047,0.999684933735,0.998857632295,1.07163620142
UA,6,pcr,2,2,3,3,0,0,0,all,20,0.99916946782,0.488552924538,0.57,1,0.0264844064027,0.0136923808064,0.0980265719311,0.0174692468544,0.159536398331,0.00245299828782,0.00244871927165,0.999656155871,0.999684701787,0.998855697438,1.07163080381
UA,69,pcr,2,2,3,3,31,3,250,electrode,16,0.999107318046,0.488294779722,0.55,1,0.0231763752967,0.0131693559282,0.100069623735,0.0155767734578,0.123167220344,0.00243485128055,0.00243482292047,0.999637086163,0.999647888496,0.998891907695,1.07161697387
UA,123,pcr,2,2,3,3,51,3,250,electrode,16,0.99910737511,0.4882805902,0.55,1,0.0231774142848,0.0131686616718,0.100072859265,0.0155776001183,0.123406650555,0.00243881093974,0.00243663077713,0.999636994513,0.999647895391,0.998890710009,1.07161221308
UA,240,pcr,2,2,3,3,151,3,500,electrode,16,0.999105708807,0.489948822262,0.55,1,0.0229721107924,0.0131492870664,0.0985944365561,0.0153732717562,0.123694899321,0.00251926390006,0.00248487854615,0.999633287391,0.999644445126,0.998866198522,1.0716114646
UA,15,pcr,2,2,3,3,0,0,250,electrode,16,0.999105700444,0.488496501181,0.55,1,0.0231748121512,0.0131735943337,0.100076254208,0.0155677181224,0.123674402609,0.00245028844798,0.00244539239782,0.99963661413,0.999647226336,0.998891015637,1.07161115074
UA,141,pcr,2,2,3,3,101,2,0,electrode,16,0.999098549955,0.491093254304,0.55,1,0.0229134381407,0.0131219074874,0.098091340575,0.0153114620726,0.122680282894,0.00257748690592,0.00252895818625,0.999631894752,0.999644702871,0.998856355477,1.07160907056
UA,87,pcr,2,2,3,3,51,2,0,all,20,0.999170953789,0.488495881783,0.57,1,0.0264742379339,0.0136827342733,0.0980255108947,0.0174759438217,0.158345326664,0.00247327717596,0.00246432400215,0.999656841186,0.999685108575,0.998858223125,1.0716083581
UA,168,pcr,2,2,3,3,101,3,0,all,20,0.999171921352,0.488500246948,0.57,1,0.0264626363618,0.0136898622515,0.0979713952899,0.0174598194633,0.15853422554,0.00247425856333,0.00246600696542,0.999656579521,0.999684602691,0.998856508729,1.07160733331
